date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2022-02-10 00:00:00+05:30,11127.0400,1351.1900,9775.8500,8648.8100,10000.0000,0.0000,1127.0400,0.0000,1127.0400,11127.0400,0.0000,0.0000,-171.1500,0.8800,0.8800,9775.8500,9775.8500,9775.8500,0.0000,1,0,-0.0151,0.1127,0.2917,-0.0296,,,9972.5551,0.0066,,
2022-02-11 00:00:00+05:30,10983.1900,1351.1900,9632.0000,8648.8100,10000.0000,0.0000,983.1900,0.0000,983.1900,10983.1900,0.0000,0.0000,-143.8500,0.8800,0.8800,9632.0000,9632.0000,9632.0000,0.0000,1,0,-0.0129,0.0983,0.2891,-0.0421,,,9835.6710,-0.0137,,
2022-02-14 00:00:00+05:30,10682.1900,1351.1900,9331.0000,8648.8100,10000.0000,0.0000,682.1900,0.0000,682.1900,10682.1900,0.0000,0.0000,-301.0000,0.8700,0.8700,9331.0000,9331.0000,9331.0000,0.0000,1,0,-0.0274,0.0682,0.2951,-0.0684,,,9537.4915,-0.0303,,
2022-02-15 00:00:00+05:30,10961.8400,1351.1900,9610.6500,8648.8100,10000.0000,0.0000,961.8400,0.0000,961.8400,10961.8400,0.0000,0.0000,279.6500,0.8800,0.8800,9610.6500,9610.6500,9610.6500,0.0000,1,0,0.0262,0.0962,0.2998,-0.0440,,,9839.2433,0.0316,,
2022-02-16 00:00:00+05:30,10896.3900,1351.1900,9545.2000,8648.8100,10000.0000,0.0000,896.3900,0.0000,896.3900,10896.3900,0.0000,0.0000,-65.4500,0.8800,0.8800,9545.2000,9545.2000,9545.2000,0.0000,1,0,-0.0060,0.0896,0.2956,-0.0497,,,9805.9012,-0.0034,,
2022-02-17 00:00:00+05:30,10902.3400,1351.1900,9551.1500,8648.8100,10000.0000,0.0000,902.3400,0.0000,902.3400,10902.3400,0.0000,0.0000,5.9500,0.8800,0.8800,9551.1500,9551.1500,9551.1500,0.0000,1,0,0.0005,0.0902,0.2911,-0.0492,,,9798.5864,-0.0007,,
2022-02-18 00:00:00+05:30,10759.1900,1351.1900,9408.0000,8648.8100,10000.0000,0.0000,759.1900,0.0000,759.1900,10759.1900,0.0000,0.0000,-143.1500,0.8700,0.8700,9408.0000,9408.0000,9408.0000,0.0000,1,0,-0.0131,0.0759,0.2890,-0.0617,,,9792.1221,-0.0007,,
2022-02-21 00:00:00+05:30,10416.1900,1351.1900,9065.0000,8648.8100,10000.0000,0.0000,416.1900,0.0000,416.1900,10416.1900,0.0000,0.0000,-343.0000,0.8700,0.8700,9065.0000,9065.0000,9065.0000,0.0000,1,0,-0.0319,0.0416,0.2974,-0.0916,,,9756.3984,-0.0036,,
2022-02-22 00:00:00+05:30,10315.3900,1351.1900,8964.2000,8648.8100,10000.0000,0.0000,315.3900,0.0000,315.3900,10315.3900,0.0000,0.0000,-100.8000,0.8700,0.8700,8964.2000,8964.2000,8964.2000,0.0000,1,0,-0.0097,0.0315,0.2944,-0.1004,,,9685.4330,-0.0073,,
2022-02-23 00:00:00+05:30,10507.1900,1351.1900,9156.0000,8648.8100,10000.0000,0.0000,507.1900,0.0000,507.1900,10507.1900,0.0000,0.0000,191.8000,0.8700,0.8700,9156.0000,9156.0000,9156.0000,0.0000,1,0,0.0186,0.0507,0.2944,-0.0836,,,9670.7465,-0.0015,,
2022-02-24 00:00:00+05:30,10311.1900,1351.1900,8960.0000,8648.8100,10000.0000,0.0000,311.1900,0.0000,311.1900,10311.1900,0.0000,0.0000,-196.0000,0.8700,0.8700,8960.0000,8960.0000,8960.0000,0.0000,1,0,-0.0187,0.0311,0.2945,-0.1007,,,9196.1600,-0.0491,,
2022-02-25 00:00:00+05:30,10542.1900,1351.1900,9191.0000,8648.8100,10000.0000,0.0000,542.1900,0.0000,542.1900,10542.1900,0.0000,0.0000,231.0000,0.8700,0.8700,9191.0000,9191.0000,9191.0000,0.0000,1,0,0.0224,0.0542,0.2962,-0.0806,,,9451.9247,0.0278,,
2022-02-28 00:00:00+05:30,11013.6400,1351.1900,9662.4500,8648.8100,10000.0000,0.0000,1013.6400,0.0000,1013.6400,11013.6400,0.0000,0.0000,471.4500,0.8800,0.8800,9662.4500,9662.4500,9662.4500,0.0000,1,0,0.0447,0.1014,0.3133,-0.0395,,,9520.3384,0.0072,,
2022-03-02 00:00:00+05:30,11123.1900,1351.1900,9772.0000,8648.8100,10000.0000,0.0000,1123.1900,0.0000,1123.1900,11123.1900,0.0000,0.0000,109.5500,0.8800,0.8800,9772.0000,9772.0000,9772.0000,0.0000,1,0,0.0099,0.1123,0.3104,-0.0299,,,9427.5702,-0.0097,,
2022-03-03 00:00:00+05:30,11025.1900,1351.1900,9674.0000,8648.8100,10000.0000,0.0000,1025.1900,0.0000,1025.1900,11025.1900,0.0000,0.0000,-98.0000,0.8800,0.8800,9674.0000,9674.0000,9674.0000,0.0000,1,0,-0.0088,0.1025,0.3074,-0.0385,,,9361.1695,-0.0070,,
2022-03-04 00:00:00+05:30,10990.1900,1351.1900,9639.0000,8648.8100,10000.0000,0.0000,990.1900,0.0000,990.1900,10990.1900,0.0000,0.0000,-35.0000,0.8800,0.8800,9639.0000,9639.0000,9639.0000,0.0000,1,0,-0.0032,0.0990,0.3039,-0.0415,,,9210.7897,-0.0161,,
